Basis
-0.10973196
-0.12049782
0.097394526
0.03665739
-0.088618234
0.06602501
-0.050724823
0.0007371836
0.03230255
-0.05155267
0.02172498
0.017444788
0.04039238
-0.043991733
-0.033023637
-0.010171775
-0.017893229
-0.022325605
0.009267905
0.006557673
-0.021214116
-0.022014972
-0.012234189
0.0003136786
-0.12617706
-0.11452726
0.07919395
0.045518618
-0.09147939
0.05788734
-0.05038511
0.023034105
0.038864676
-0.040401615
0.03396321
0.01332835
0.041547656
-0.04993179
-0.013967814
-0.017129235
-0.016339874
-0.021994578
0.015726747
-0.00096877886
-0.015279173
-0.01979329
-0.0195226
0.008606802
-0.14089596
-0.103701115
0.061778154
0.05432856
-0.0908355
0.047512837
-0.04813661
0.044401936
0.0385166
-0.02804014
0.046214193
0.0075100833
0.040418617
-0.050932724
0.004993994
-0.02218061
-0.012362515
-0.01675183
0.02062654
-0.010664893
-0.007002939
-0.0145728225
-0.023849955
0.015628375
-0.1533625
-0.088381104
0.045828372
0.062654614
-0.08668504
0.03527995
-0.043998905
0.06402859
0.031322986
-0.016319288
0.056548685
0.0009451856
0.03725026
-0.047346205
0.021777406
-0.024459356
-0.0064567043
-0.0069846953
0.022648592
-0.020766135
0.0023126267
-0.0071656783
-0.024535595
0.020302197
-0.16303816
-0.069101855
0.031925287
0.07020724
-0.079197474
0.02171639
-0.038119912
0.08123006
0.01839981
-0.007003834
0.06339572
-0.005404669
0.032336466
-0.040087976
0.034655634
-0.023488823
0.0005034057
0.006182642
0.02090566
-0.02938222
0.011288569
0.0012830088
-0.02147315
0.021927392
-0.16960752
-0.04660494
0.020616457
0.07677998
-0.068602696
0.007336
-0.03081071
0.095324874
0.0017196236
-0.0015624708
0.06572333
-0.010533554
0.026130684
-0.030532854
0.042554375
-0.019281551
0.0076189465
0.021044912
0.015099741
-0.03483115
0.018539011
0.009594813
-0.015155563
0.020213455
-0.17281395
-0.021782394
0.012319193
0.08211869
-0.05535486
-0.007313788
-0.022359496
0.10577356
-0.016208142
-0.0008247008
0.06316975
-0.013656513
0.019228088
-0.020287372
0.04510042
-0.012331396
0.013851984
0.035553817
0.0055703754
-0.035871055
0.02293085
0.016471006
-0.006544202
0.015374647
-0.17250611
0.0043205116
0.007328238
0.08602808
-0.039986655
-0.021743953
-0.013027872
0.11218545
-0.032684892
-0.004903084
0.05611173
-0.014427322
0.012085923
-0.010750536
0.04272658
-0.003559724
